name,element,team,position,value,total_points,minutes,goals_scored,assists,clean_sheets,yellow_cards,influence,creativity,threat,ict_index,round
Gabriel Teodoro Martinelli Silva,26,Arsenal,MID,54,0,68,0,0,1,0,0.0,6.7,4.0,0.9,24
Giovani Lo Celso,372,Spurs,MID,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Granit Xhaka,7,Arsenal,MID,48,2,90,0,0,1,1,15.2,1.8,2.0,1.9,24
Grant Hanley,319,Norwich,DEF,44,2,90,0,0,0,0,10.6,0.2,0.0,1.1,24
Gylfi Sigurdsson,164,Everton,MID,67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Halil Dervişoğlu,95,Brentford,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Hamza Choudhury,214,Leicester,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Harrison Ashby,617,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Harry Kane,357,Spurs,FWD,123,2,90,0,0,0,0,9.8,15.8,16.0,4.2,24
Harry Lewis,637,Southampton,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Harry Maguire,273,Man Utd,DEF,54,1,90,0,0,0,1,4.8,1.3,6.0,1.2,24
Harry Tyrer,616,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Harry Winks,366,Spurs,MID,44,2,90,0,0,0,0,10.6,16.2,0.0,2.7,24
Harvey Barnes,215,Leicester,MID,65,1,11,0,0,0,0,2.2,10.1,4.0,1.6,24
Harvey Elliott,506,Liverpool,MID,53,1,31,0,0,0,0,7.4,13.3,2.0,2.3,24
Harvey White,668,Spurs,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Hassane Kamara,676,Watford,DEF,45,2,90,0,0,0,0,35.6,14.9,3.0,5.4,24
Hee-Chan Hwang,583,Wolves,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Heung-Min Son,359,Spurs,MID,106,7,90,1,0,0,0,38.8,2.8,21.0,6.3,24
Hugo Bueno,635,Wolves,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Hugo Lloris,353,Spurs,GK,54,3,90,0,0,0,0,46.4,0.0,0.0,4.6,24
Héctor Bellerín,9,Arsenal,DEF,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Héctor Junior Firpo Adames,463,Leeds,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Hélder Wander Sousa de Azevedo e Costa,192,Leeds,MID,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ian Carlo Poveda-Ocampo,195,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ibrahima Diallo,349,Southampton,MID,45,1,1,0,0,0,0,0.0,0.0,0.0,0.0,24
Ibrahima Konaté,243,Liverpool,DEF,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ilkay Gündogan,250,Man City,MID,72,1,19,0,0,0,0,0.8,1.6,0.0,0.2,24
Illan Meslier,199,Leeds,GK,48,1,90,0,0,0,0,6.4,0.0,0.0,0.6,24
Imrân Louza,403,Watford,MID,52,1,13,0,0,0,0,0.2,0.5,0.0,0.1,24
Isaac Hayden,306,Newcastle,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Isaac Success Ajayi,393,Watford,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ismaila Sarr,399,Watford,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Issa Diop,424,West Ham,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ivan Toney,78,Brentford,FWD,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jack Butland,156,Crystal Palace,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jack Cork,101,Burnley,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jack Grealish,33,Man City,MID,75,1,23,0,0,0,0,2.6,8.3,2.0,1.3,24
Jack Harrison,267,Leeds,MID,55,2,90,0,0,0,0,11.2,23.6,4.0,3.9,24
Jack Jenkins,631,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jack Stephens,338,Southampton,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jacob Murphy,304,Newcastle,MID,47,1,8,0,0,0,0,0.0,0.1,4.0,0.1,24
Jacob Ramsey,51,Aston Villa,MID,46,14,88,2,0,0,0,71.2,2.6,38.0,11.2,24
Jacob Sørensen,327,Norwich,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jaden Philogene-Bidace,497,Aston Villa,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jadon Sancho,485,Man Utd,MID,89,2,90,0,0,0,0,7.8,40.3,54.0,10.2,24
Jairo Riedewald,157,Crystal Palace,MID,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jamaal Lascelles,299,Newcastle,DEF,44,3,90,0,1,0,0,9.2,0.2,12.0,2.1,24
Jamal Baptiste,554,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jamal Lewis,311,Newcastle,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James Justin,218,Leicester,DEF,49,1,90,0,0,0,0,15.8,1.4,2.0,1.9,24
James Maddison,212,Leicester,MID,70,2,90,0,0,0,0,7.6,18.4,26.0,5.2,24
James McArthur,148,Crystal Palace,MID,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James McAtee,629,Man City,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James Milner,221,Liverpool,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James Morris,633,Watford,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James Rodríguez,166,Everton,MID,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James Storer,621,Wolves,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James Tarkowski,98,Burnley,DEF,49,2,90,0,0,0,0,40.6,0.5,20.0,6.1,24
James Tomkins,147,Crystal Palace,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
James Ward-Prowse,341,Southampton,MID,63,11,90,0,2,0,0,67.6,72.6,15.0,15.5,24
Jamie Shackleton,197,Leeds,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jamie Vardy,205,Leicester,FWD,103,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jan Bednarek,343,Southampton,DEF,44,-1,90,0,0,0,0,6.0,1.0,6.0,1.3,24
Jan Zamburek,93,Brentford,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jannik Vestergaard,340,Leicester,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Japhet Tanganga,371,Spurs,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jarell Quansah,660,Liverpool,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jarosław Jach,158,Crystal Palace,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jarrad Branthwaite,544,Everton,DEF,40,0,55,0,0,0,0,13.6,0.9,7.0,2.2,24
Jarrod Bowen,420,West Ham,MID,69,11,90,1,0,1,0,47.4,34.3,28.0,11.0,24
Javier Manquillo,302,Newcastle,DEF,39,1,1,0,0,0,0,3.0,0.0,0.0,0.3,24
Jay Rodriguez,104,Burnley,FWD,52,9,87,1,0,0,0,37.0,1.5,23.0,6.2,24
Jean-Philippe Gbamin,504,Everton,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jean-Philippe Mateta,159,Crystal Palace,FWD,52,1,79,0,0,0,1,5.2,2.1,25.0,3.2,24
Jed Steer,28,Aston Villa,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jeff Hendrick,297,Newcastle,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jeffrey Schlupp,155,Crystal Palace,MID,54,2,79,0,0,0,0,11.8,4.1,22.0,3.8,24
Jeremy Ngakia,400,Watford,DEF,43,1,12,0,0,0,0,3.0,0.2,0.0,0.3,24
Jesse Lingard,276,Man Utd,MID,67,1,10,0,0,0,0,3.4,1.1,8.0,1.3,24
Jesurun Rak-Sakyi,541,Crystal Palace,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joachim Andersen,488,Crystal Palace,DEF,45,2,90,0,0,0,0,14.4,11.0,0.0,2.5,24
Joe Gelhardt,577,Leeds,FWD,46,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joe Hart,352,Spurs,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joe Rodon,374,Spurs,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joe White,599,Newcastle,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joel Matip,224,Liverpool,DEF,49,11,90,0,1,1,0,39.4,22.6,20.0,8.2,24
Joel Ward,474,Crystal Palace,DEF,45,2,90,0,0,0,0,18.6,3.3,0.0,2.2,24
Joelinton Cássio Apolinário de Lira,310,Newcastle,FWD,58,2,90,0,0,0,0,25.0,21.2,23.0,6.9,24
Johann Berg Gudmundsson,108,Burnley,MID,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
John McGinn,35,Aston Villa,MID,58,2,90,0,0,0,0,25.0,0.9,0.0,2.6,24
John Ruddy,452,Wolves,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
John Stones,252,Man City,DEF,52,6,90,0,0,1,0,15.2,10.0,2.0,2.7,24
Jon McCracken,666,Norwich,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jonas Lössl,673,Brentford,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jonathan Castro Otto,433,Wolves,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jonathan Rowe,648,Norwich,MID,44,1,6,0,0,0,0,0.0,0.1,0.0,0.0,24
Jonathan Tomkinson,643,Norwich,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jonjo Shelvey,291,Newcastle,MID,53,1,90,0,0,0,1,8.2,11.3,8.0,2.8,24
Jonjoe Kenny,502,Everton,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jonny Evans,201,Leicester,DEF,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jordan Ayew,153,Crystal Palace,FWD,58,1,20,0,0,0,0,1.2,7.1,0.0,0.8,24
Jordan Henderson,222,Liverpool,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jordan Hugill,322,Norwich,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Jordan Pickford,170,Everton,GK,49,4,90,0,0,0,0,49.6,0.0,0.0,5.0,24
Joseph Gomez,238,Liverpool,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joseph Hungbo,402,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joseph Willock,19,Newcastle,MID,57,2,90,0,0,0,0,19.0,0.9,31.0,5.1,24
Josh Benson,116,Burnley,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Josh Brownhill,115,Burnley,MID,43,1,90,0,0,0,1,16.2,2.7,0.0,1.9,24
Josh Feeney,670,Aston Villa,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Josh Martin,330,Norwich,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joshua King,468,Watford,FWD,59,2,90,0,0,0,0,2.6,15.3,8.0,2.6,24
Joshua Sargent,516,Norwich,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Joshua Wilson-Esbrand,604,Man City,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
José Diogo Dalot Teixeira,510,Man Utd,DEF,45,2,90,0,0,0,0,19.0,23.0,2.0,4.4,24
José Malheiro de Sá,475,Wolves,GK,52,2,90,0,0,0,0,12.0,0.0,0.0,1.2,24
João Filipe Iria Santos Moutinho,426,Wolves,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
João Pedro Cavaco Cancelo,256,Man City,DEF,71,7,90,0,0,1,0,22.0,12.9,67.0,10.2,24
João Pedro Junqueira de Jesus,404,Watford,FWD,54,1,13,0,0,0,0,5.2,0.5,6.0,1.2,24
João Virgínia,181,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Juan Camilo Hernández Suárez,472,Watford,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Juan Mata,459,Man Utd,MID,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Juraj Kucka,495,Watford,MID,55,2,90,0,0,0,0,5.0,1.7,8.0,1.5,24
Kaide Gordon,625,Liverpool,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kaine Hayden,684,Aston Villa,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kalvin Phillips,191,Leeds,MID,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kamil Conteh,669,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Karl Darlow,294,Newcastle,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Karl Hein,532,Arsenal,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kasey McAteer,647,Leicester,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kasper Schmeichel,200,Leicester,GK,48,4,90,0,0,0,0,69.0,0.0,0.0,6.9,24
Kayky da Silva Chagas,663,Man City,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Keinan Davis,49,Aston Villa,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kelechi Iheanacho,213,Leicester,FWD,69,1,30,0,0,0,0,0.0,0.8,8.0,0.8,24
Ken Sema,391,Watford,MID,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kenny McLean,318,Norwich,MID,49,2,90,0,0,0,0,5.6,1.4,4.0,1.1,24
Kevin De Bruyne,251,Man City,MID,122,11,90,1,0,1,0,51.8,46.8,23.0,12.2,24
Kevin Long,103,Burnley,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kgaogelo Chauke,680,Southampton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ki-Jana Hoever,443,Wolves,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kieran Dowell,323,Norwich,MID,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kieran Tierney,16,Arsenal,DEF,51,6,90,0,0,1,0,10.8,1.4,2.0,1.4,24
Kieran Trippier,678,Newcastle,DEF,50,8,90,1,0,0,0,56.6,61.6,7.0,12.5,24
Kiernan Dewsbury-Hall,505,Leicester,MID,44,2,90,0,0,0,0,4.0,2.6,2.0,0.9,24
Konstantinos Mavropanos,24,Arsenal,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Konstantinos Tsimikas,245,Liverpool,DEF,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kortney Hause,36,Aston Villa,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kris Moore,657,Leeds,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kristoffer Ajer,483,Brentford,DEF,44,1,90,0,0,0,0,10.2,0.4,0.0,1.1,24
Kristoffer Klaesson,490,Leeds,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kurt Zouma,128,West Ham,DEF,54,7,90,0,0,1,0,22.0,1.0,2.0,2.5,24
Kwadwo Baah,405,Watford,MID,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kyle Walker,249,Man City,DEF,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Kyle Walker-Peters,342,Southampton,DEF,48,1,90,0,0,0,0,14.0,18.1,4.0,3.6,24
Lamare Bogarde,610,Aston Villa,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Leander Dendoncker,434,Wolves,MID,47,2,90,0,0,0,0,13.2,1.8,27.0,4.2,24
Leo Fuhr Hjelde,608,Leeds,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Leon Bailey,492,Aston Villa,MID,63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Lewis Bate,624,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Lewis Brunt,646,Leicester,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Lewis Dobbin,607,Everton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Lewis Richardson,533,Burnley,FWD,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Liam Cooper,184,Leeds,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Liam Delap,704,Man City,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Liam Gibbs,683,Norwich,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Liam McCarron,576,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Louie Moulden,611,Wolves,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Lucas Digne,168,Aston Villa,DEF,51,1,90,0,0,0,0,18.0,15.8,12.0,4.6,24
Lucas Rodrigues Moura da Silva,362,Spurs,MID,65,5,75,0,1,0,0,24.6,14.3,10.0,4.9,24
Lucas Torreira,18,Arsenal,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Luis Díaz,696,Liverpool,MID,80,3,89,0,0,1,0,11.2,17.5,50.0,7.9,24
Luka Milivojevic,152,Crystal Palace,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Lukas Rupp,317,Norwich,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Lukasz Fabianski,408,West Ham,GK,50,6,90,0,0,1,0,9.4,0.0,0.0,0.9,24
Luke Ayling,185,Leeds,DEF,43,1,90,0,0,0,0,9.8,1.6,4.0,1.5,24
Luke Cundle,547,Wolves,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Luke Mbete,603,Man City,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Luke Shaw,275,Man Utd,DEF,50,6,90,0,1,0,0,31.4,39.1,6.0,7.7,24
Luke Thomas,219,Leicester,DEF,43,1,90,0,0,0,0,18.8,11.3,0.0,3.0,24
Lyanco Evangelista Silveira Neves Vojnovic,567,Southampton,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mads Bech Sørensen,90,Brentford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mads Bidstrup,97,Brentford,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mads Roerslev Rasmussen,89,Brentford,DEF,43,1,90,0,0,0,0,7.2,14.6,2.0,2.4,24
Mahmoud Ahmed Ibrahim Hassan,37,Aston Villa,MID,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Manuel Lanzini,416,West Ham,MID,58,4,30,0,1,0,0,22.0,11.8,8.0,4.2,24
Marc Albrighton,202,Leicester,MID,52,2,90,0,0,0,0,13.4,1.1,0.0,1.5,24
Marc Guéhi,477,Crystal Palace,DEF,45,2,90,0,0,0,0,14.8,5.5,0.0,2.0,24
Marc Navarro,398,Watford,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Marcelo de Araújo Pitaluga Filho,656,Liverpool,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Marco Stiepermann,316,Norwich,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Marcus Forss,88,Brentford,FWD,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Marcus Rashford,281,Man Utd,MID,94,2,84,0,0,0,0,7.8,12.8,70.0,9.1,24
Mark Gillespie,514,Newcastle,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mark Noble,406,West Ham,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Martin Dubravka,295,Newcastle,GK,44,2,90,0,0,0,0,14.6,0.0,0.0,1.5,24
Martin Kelly,151,Crystal Palace,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Martin Ødegaard,558,Arsenal,MID,56,3,67,0,0,1,0,10.4,29.6,0.0,4.0,24
Marvelous Nakamba,41,Aston Villa,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mason Greenwood,289,Man Utd,MID,72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mason Holgate,178,Everton,DEF,42,1,90,0,1,0,1,0.0,0.6,34.0,3.4,24
Matej Vydra,111,Burnley,FWD,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mateusz Klich,186,Leeds,MID,52,2,84,0,0,0,0,6.2,1.2,42.0,4.9,24
Mathias Jensen,86,Brentford,MID,49,2,90,0,0,0,0,8.6,6.8,8.0,2.3,24
Mathias Jorgensen,594,Brentford,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mathias Normann,581,Norwich,MID,45,1,15,0,0,0,0,1.6,0.2,0.0,0.2,24
Matt Doherty,360,Spurs,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Matt Ritchie,292,Newcastle,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Matt Targett,39,Newcastle,DEF,47,2,90,0,0,0,0,16.2,14.4,0.0,3.1,24
Matthew Cash,44,Aston Villa,DEF,51,3,90,0,1,0,1,31.4,18.7,20.0,7.0,24
Matthew Cox,619,Brentford,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Matthew Longstaff,312,Newcastle,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Matthew Lowton,110,Burnley,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Matthew Pollock,454,Watford,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mattéo Guendouzi,25,Arsenal,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Max Aarons,326,Norwich,DEF,43,2,90,0,0,0,0,13.0,0.3,0.0,1.3,24
Max Kilman,439,Wolves,DEF,45,2,90,0,0,0,0,24.8,3.4,0.0,2.8,24
Maxwel Cornet,578,Burnley,MID,59,2,68,0,0,0,0,2.6,2.3,4.0,0.9,24
Maxwell Haygarth,628,Brentford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mbwana Ally Samatta,48,Aston Villa,FWD,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Michael Keane,169,Everton,DEF,49,1,90,0,0,0,0,12.6,0.2,2.0,1.5,24
Michael McGovern,313,Norwich,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Michael Obafemi,348,Southampton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Michael Olise,464,Crystal Palace,MID,54,7,69,0,1,0,0,25.4,37.6,2.0,6.5,24
Michail Antonio,413,West Ham,FWD,79,2,90,0,0,1,0,2.4,2.0,6.0,1.0,24
Miguel Almirón,308,Newcastle,MID,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mika Biereth,694,Arsenal,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Milot Rashica,449,Norwich,MID,52,2,90,0,0,0,0,9.2,32.3,10.0,5.2,24
Mohamed Elyounoussi,517,Southampton,MID,54,9,90,1,0,0,0,49.0,38.3,38.0,12.5,24
Mohamed Naser El Sayed Elneny,12,Arsenal,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Mohamed Salah,233,Liverpool,MID,127,1,30,0,0,0,0,11.6,12.8,79.0,10.3,24
Mohammed Salisu,351,Southampton,DEF,45,1,90,0,0,0,0,19.4,1.8,22.0,4.3,24
Moise Kean,564,Everton,FWD,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Morgan Gibbs-White,440,Wolves,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Morgan Sanson,34,Aston Villa,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Moussa Djenepo,350,Southampton,MID,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Moussa Sissoko,354,Watford,MID,44,2,90,0,0,0,0,15.2,26.9,1.0,4.3,24
Myles Peart-Harris,662,Brentford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Naby Keita,239,Liverpool,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nampalys Mendy,203,Leicester,MID,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Aké,258,Man City,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Broadhead,545,Everton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Collins,451,Burnley,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Ferguson,161,Crystal Palace,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Patterson,674,Everton,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Redmond,336,Southampton,MID,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Tella,346,Southampton,MID,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathan Young-Coombes,640,Brentford,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathaniel Chalobah,385,Watford,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathaniel Clyne,493,Crystal Palace,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nathaniel Phillips,241,Liverpool,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Neco Williams,246,Liverpool,DEF,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nemanja Matic,271,Man Utd,MID,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nick Pope,112,Burnley,GK,54,3,90,0,0,0,0,34.6,0.0,0.0,3.5,24
Nicolas Nkoulou,618,Watford,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nicolas Pépé,17,Arsenal,MID,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Niels Nkounkou,570,Everton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nikola Vlasic,582,West Ham,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nohan Kenneh,600,Leeds,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nuno Varela Tavares,466,Arsenal,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Nélson Cabral Semedo,437,Wolves,DEF,48,2,90,0,0,0,0,15.0,30.3,3.0,4.8,24
Odsonne Edouard,586,Crystal Palace,FWD,65,1,10,0,0,0,0,0.0,0.1,0.0,0.0,24
Oghenekaro Peter Etebo,467,Watford,MID,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Oleksandr Zinchenko,264,Man City,DEF,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
